"Date","Parsha","Aliyah","Reading","Verses"
20-Sep-2014,"Nitzavim-Vayeilech",7,"Deuteronomy 31:20 - 31:30",11
20-Sep-2014,"Nitzavim-Vayeilech","Haftara","Isaiah 61:10 - 63:9",

27-Sep-2014,"Ha'Azinu",1,"Deuteronomy 32:1 - 32:6",6
27-Sep-2014,"Ha'Azinu",2,"Deuteronomy 32:7 - 32:12",6
27-Sep-2014,"Ha'Azinu",3,"Deuteronomy 32:13 - 32:18",6
27-Sep-2014,"Ha'Azinu",4,"Deuteronomy 32:19 - 32:28",10
27-Sep-2014,"Ha'Azinu",5,"Deuteronomy 32:29 - 32:39",11
27-Sep-2014,"Ha'Azinu",6,"Deuteronomy 32:40 - 32:43",4
27-Sep-2014,"Ha'Azinu",7,"Deuteronomy 32:44 - 32:52",9
27-Sep-2014,"Ha'Azinu","maf","Deuteronomy 32:48 - 32:52",5
27-Sep-2014,"Ha'Azinu","Haftara","Hosea 14:2-10; Micah 7:18-20; Joel 2:15-27 (Shabbat Shuva)",

18-Oct-2014,"Bereshit",1,"Genesis 1:1 - 2:3",34
18-Oct-2014,"Bereshit",2,"Genesis 2:4 - 2:19",16
18-Oct-2014,"Bereshit",3,"Genesis 2:20 - 3:21",27
18-Oct-2014,"Bereshit",4,"Genesis 3:22 - 4:18",21
18-Oct-2014,"Bereshit",5,"Genesis 4:19 - 4:22",4
18-Oct-2014,"Bereshit",6,"Genesis 4:23 - 5:24",28
18-Oct-2014,"Bereshit",7,"Genesis 5:25 - 6:8",16
18-Oct-2014,"Bereshit","maf","Genesis 6:5 - 6:8",4
18-Oct-2014,"Bereshit","Haftara","Isaiah 42:5 - 43:10",

25-Oct-2014,"Noach",1,"Genesis 6:9 - 6:22",14
25-Oct-2014,"Noach",2,"Genesis 7:1 - 7:16",16
25-Oct-2014,"Noach",3,"Genesis 7:17 - 8:14",22
25-Oct-2014,"Noach",4,"Genesis 8:15 - 9:7",15
25-Oct-2014,"Noach",5,"Genesis 9:8 - 9:17",10
25-Oct-2014,"Noach",6,"Genesis 9:18 - 10:32",44
25-Oct-2014,"Noach",7,"Genesis 11:1 - 11:32",32
25-Oct-2014,"Noach","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
25-Oct-2014,"Noach","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

01-Nov-2014,"Lech-Lecha",1,"Genesis 12:1 - 12:13",13
01-Nov-2014,"Lech-Lecha",2,"Genesis 12:14 - 13:4",11
01-Nov-2014,"Lech-Lecha",3,"Genesis 13:5 - 13:18",14
01-Nov-2014,"Lech-Lecha",4,"Genesis 14:1 - 14:20",20
01-Nov-2014,"Lech-Lecha",5,"Genesis 14:21 - 15:6",10
01-Nov-2014,"Lech-Lecha",6,"Genesis 15:7 - 17:6",37
01-Nov-2014,"Lech-Lecha",7,"Genesis 17:7 - 17:27",21
01-Nov-2014,"Lech-Lecha","maf","Genesis 17:24 - 17:27",4
01-Nov-2014,"Lech-Lecha","Haftara","Isaiah 40:27 - 41:16",

08-Nov-2014,"Vayera",1,"Genesis 18:1 - 18:14",14
08-Nov-2014,"Vayera",2,"Genesis 18:15 - 18:33",19
08-Nov-2014,"Vayera",3,"Genesis 19:1 - 19:20",20
08-Nov-2014,"Vayera",4,"Genesis 19:21 - 21:4",40
08-Nov-2014,"Vayera",5,"Genesis 21:5 - 21:21",17
08-Nov-2014,"Vayera",6,"Genesis 21:22 - 21:34",13
08-Nov-2014,"Vayera",7,"Genesis 22:1 - 22:24",24
08-Nov-2014,"Vayera","maf","Genesis 22:20 - 22:24",5
08-Nov-2014,"Vayera","Haftara","II Kings 4:1 - 4:37",

15-Nov-2014,"Chayei Sara",1,"Genesis 23:1 - 23:16",16
15-Nov-2014,"Chayei Sara",2,"Genesis 23:17 - 24:9",13
15-Nov-2014,"Chayei Sara",3,"Genesis 24:10 - 24:26",17
15-Nov-2014,"Chayei Sara",4,"Genesis 24:27 - 24:52",26
15-Nov-2014,"Chayei Sara",5,"Genesis 24:53 - 24:67",15
15-Nov-2014,"Chayei Sara",6,"Genesis 25:1 - 25:11",11
15-Nov-2014,"Chayei Sara",7,"Genesis 25:12 - 25:18",7
15-Nov-2014,"Chayei Sara","maf","Genesis 25:16 - 25:18",3
15-Nov-2014,"Chayei Sara","Haftara","I Kings 1:1 - 1:31",

22-Nov-2014,"Toldot",1,"Genesis 25:19 - 26:5",21
22-Nov-2014,"Toldot",2,"Genesis 26:6 - 26:12",7
22-Nov-2014,"Toldot",3,"Genesis 26:13 - 26:22",10
22-Nov-2014,"Toldot",4,"Genesis 26:23 - 26:29",7
22-Nov-2014,"Toldot",5,"Genesis 26:30 - 27:27",33
22-Nov-2014,"Toldot",6,"Genesis 27:28 - 28:4",23
22-Nov-2014,"Toldot",7,"Genesis 28:5 - 28:9",5
22-Nov-2014,"Toldot","maf","Genesis 28:7 - 28:9",3
22-Nov-2014,"Toldot","Haftara","I Samuel 20:18 - 20:42 (Shabbat Machar Chodesh)",

29-Nov-2014,"Vayetzei",1,"Genesis 28:10 - 28:22",13
29-Nov-2014,"Vayetzei",2,"Genesis 29:1 - 29:17",17
29-Nov-2014,"Vayetzei",3,"Genesis 29:18 - 30:13",31
29-Nov-2014,"Vayetzei",4,"Genesis 30:14 - 30:27",14
29-Nov-2014,"Vayetzei",5,"Genesis 30:28 - 31:16",32
29-Nov-2014,"Vayetzei",6,"Genesis 31:17 - 31:42",26
29-Nov-2014,"Vayetzei",7,"Genesis 31:43 - 32:3",15
29-Nov-2014,"Vayetzei","maf","Genesis 32:1 - 32:3",3
29-Nov-2014,"Vayetzei","Haftara","Hosea 12:13 - 14:10",

06-Dec-2014,"Vayishlach",1,"Genesis 32:4 - 32:13",10
06-Dec-2014,"Vayishlach",2,"Genesis 32:14 - 32:30",17
06-Dec-2014,"Vayishlach",3,"Genesis 32:31 - 33:5",8
06-Dec-2014,"Vayishlach",4,"Genesis 33:6 - 33:20",15
06-Dec-2014,"Vayishlach",5,"Genesis 34:1 - 35:11",42
06-Dec-2014,"Vayishlach",6,"Genesis 35:12 - 36:19",37
06-Dec-2014,"Vayishlach",7,"Genesis 36:20 - 36:43",24
06-Dec-2014,"Vayishlach","maf","Genesis 36:40 - 36:43",4
06-Dec-2014,"Vayishlach","Haftara","Obadiah 1:1 - 1:21",

13-Dec-2014,"Vayeshev",1,"Genesis 37:1 - 37:11",11
13-Dec-2014,"Vayeshev",2,"Genesis 37:12 - 37:22",11
13-Dec-2014,"Vayeshev",3,"Genesis 37:23 - 37:36",14
13-Dec-2014,"Vayeshev",4,"Genesis 38:1 - 38:30",30
13-Dec-2014,"Vayeshev",5,"Genesis 39:1 - 39:6",6
13-Dec-2014,"Vayeshev",6,"Genesis 39:7 - 39:23",17
13-Dec-2014,"Vayeshev",7,"Genesis 40:1 - 40:23",23
13-Dec-2014,"Vayeshev","maf","Genesis 40:20 - 40:23",4
13-Dec-2014,"Vayeshev","Haftara","Amos 2:6 - 3:8",

20-Dec-2014,"Miketz",1,"Genesis 41:1 - 41:14",14
20-Dec-2014,"Miketz",2,"Genesis 41:15 - 41:38",24
20-Dec-2014,"Miketz",3,"Genesis 41:39 - 41:52",14
20-Dec-2014,"Miketz",4,"Genesis 41:53 - 42:18",23
20-Dec-2014,"Miketz",5,"Genesis 42:19 - 43:15",35
20-Dec-2014,"Miketz",6,"Genesis 43:16 - 43:29",14
20-Dec-2014,"Miketz",7,"Genesis 43:30 - 44:17",22
20-Dec-2014,"Miketz","maf","Numbers 7:30 - 7:41 (Shabbat Chanukah - Day 4)",
20-Dec-2014,"Miketz","Haftara","Zechariah 2:14-4:7 (Shabbat Chanukah)",

27-Dec-2014,"Vayigash",1,"Genesis 44:18 - 44:30",13
27-Dec-2014,"Vayigash",2,"Genesis 44:31 - 45:7",11
27-Dec-2014,"Vayigash",3,"Genesis 45:8 - 45:18",11
27-Dec-2014,"Vayigash",4,"Genesis 45:19 - 45:27",9
27-Dec-2014,"Vayigash",5,"Genesis 45:28 - 46:27",28
27-Dec-2014,"Vayigash",6,"Genesis 46:28 - 47:10",17
27-Dec-2014,"Vayigash",7,"Genesis 47:11 - 47:27",17
27-Dec-2014,"Vayigash","maf","Genesis 47:25 - 47:27",3
27-Dec-2014,"Vayigash","Haftara","Ezekiel 37:15 - 37:28",

03-Jan-2015,"Vayechi",1,"Genesis 47:28 - 48:9",13
03-Jan-2015,"Vayechi",2,"Genesis 48:10 - 48:16",7
03-Jan-2015,"Vayechi",3,"Genesis 48:17 - 48:22",6
03-Jan-2015,"Vayechi",4,"Genesis 49:1 - 49:18",18
03-Jan-2015,"Vayechi",5,"Genesis 49:19 - 49:26",8
03-Jan-2015,"Vayechi",6,"Genesis 49:27 - 50:20",27
03-Jan-2015,"Vayechi",7,"Genesis 50:21 - 50:26",6
03-Jan-2015,"Vayechi","maf","Genesis 50:23 - 50:26",4
03-Jan-2015,"Vayechi","Haftara","I Kings 2:1 - 2:12",

10-Jan-2015,"Shemot",1,"Exodus 1:1 - 1:17",17
10-Jan-2015,"Shemot",2,"Exodus 1:18 - 2:10",15
10-Jan-2015,"Shemot",3,"Exodus 2:11 - 2:25",15
10-Jan-2015,"Shemot",4,"Exodus 3:1 - 3:15",15
10-Jan-2015,"Shemot",5,"Exodus 3:16 - 4:17",24
10-Jan-2015,"Shemot",6,"Exodus 4:18 - 4:31",14
10-Jan-2015,"Shemot",7,"Exodus 5:1 - 6:1",24
10-Jan-2015,"Shemot","maf","Exodus 5:22 - 6:1",3
10-Jan-2015,"Shemot","Haftara","Isaiah 27:6 - 28:13; 29:22 - 29:23",

17-Jan-2015,"Vaera",1,"Exodus 6:2 - 6:13",12
17-Jan-2015,"Vaera",2,"Exodus 6:14 - 6:28",15
17-Jan-2015,"Vaera",3,"Exodus 6:29 - 7:7",9
17-Jan-2015,"Vaera",4,"Exodus 7:8 - 8:6",28
17-Jan-2015,"Vaera",5,"Exodus 8:7 - 8:18",12
17-Jan-2015,"Vaera",6,"Exodus 8:19 - 9:16",26
17-Jan-2015,"Vaera",7,"Exodus 9:17 - 9:35",19
17-Jan-2015,"Vaera","maf","Exodus 9:33 - 9:35",3
17-Jan-2015,"Vaera","Haftara","Ezekiel 28:25 - 29:21",

24-Jan-2015,"Bo",1,"Exodus 10:1 - 10:11",11
24-Jan-2015,"Bo",2,"Exodus 10:12 - 10:23",12
24-Jan-2015,"Bo",3,"Exodus 10:24 - 11:3",9
24-Jan-2015,"Bo",4,"Exodus 11:4 - 12:20",27
24-Jan-2015,"Bo",5,"Exodus 12:21 - 12:28",8
24-Jan-2015,"Bo",6,"Exodus 12:29 - 12:51",23
24-Jan-2015,"Bo",7,"Exodus 13:1 - 13:16",16
24-Jan-2015,"Bo","maf","Exodus 13:14 - 13:16",3
24-Jan-2015,"Bo","Haftara","Jeremiah 46:13 - 46:28",

31-Jan-2015,"Beshalach",1,"Exodus 13:17 - 14:8",14
31-Jan-2015,"Beshalach",2,"Exodus 14:9 - 14:14",6
31-Jan-2015,"Beshalach",3,"Exodus 14:15 - 14:25",11
31-Jan-2015,"Beshalach",4,"Exodus 14:26 - 15:26",32
31-Jan-2015,"Beshalach",5,"Exodus 15:27 - 16:10",11
31-Jan-2015,"Beshalach",6,"Exodus 16:11 - 16:36",26
31-Jan-2015,"Beshalach",7,"Exodus 17:1 - 17:16",16
31-Jan-2015,"Beshalach","maf","Exodus 17:14 - 17:16",3
31-Jan-2015,"Beshalach","Haftara","Judges 4:4 - 5:31",

07-Feb-2015,"Yitro",1,"Exodus 18:1 - 18:12",12
07-Feb-2015,"Yitro",2,"Exodus 18:13 - 18:23",11
07-Feb-2015,"Yitro",3,"Exodus 18:24 - 18:27",4
07-Feb-2015,"Yitro",4,"Exodus 19:1 - 19:6",6
07-Feb-2015,"Yitro",5,"Exodus 19:7 - 19:19",13
07-Feb-2015,"Yitro",6,"Exodus 19:20 - 20:14",20
07-Feb-2015,"Yitro",7,"Exodus 20:15 - 20:23",9
07-Feb-2015,"Yitro","maf","Exodus 20:19 - 20:23",5
07-Feb-2015,"Yitro","Haftara","Isaiah 6:1 - 7:6; 9:5 - 9:6",

14-Feb-2015,"Mishpatim",1,"Exodus 21:1 - 21:19",19
14-Feb-2015,"Mishpatim",2,"Exodus 21:20 - 22:3",21
14-Feb-2015,"Mishpatim",3,"Exodus 22:4 - 22:26",23
14-Feb-2015,"Mishpatim",4,"Exodus 22:27 - 23:5",9
14-Feb-2015,"Mishpatim",5,"Exodus 23:6 - 23:19",14
14-Feb-2015,"Mishpatim",6,"Exodus 23:20 - 23:25",6
14-Feb-2015,"Mishpatim",7,"Exodus 23:26 - 24:18",26
14-Feb-2015,"Mishpatim","maf","Exodus 30:11 - 30:16 (Shabbat Shekalim)",
14-Feb-2015,"Mishpatim","Haftara","II Kings 12:1 - 12:17 (Shabbat Shekalim)",

21-Feb-2015,"Terumah",1,"Exodus 25:1 - 25:16",16
21-Feb-2015,"Terumah",2,"Exodus 25:17 - 25:30",14
21-Feb-2015,"Terumah",3,"Exodus 25:31 - 26:14",24
21-Feb-2015,"Terumah",4,"Exodus 26:15 - 26:30",16
21-Feb-2015,"Terumah",5,"Exodus 26:31 - 26:37",7
21-Feb-2015,"Terumah",6,"Exodus 27:1 - 27:8",8
21-Feb-2015,"Terumah",7,"Exodus 27:9 - 27:19",11
21-Feb-2015,"Terumah","maf","Exodus 27:17 - 27:19",3
21-Feb-2015,"Terumah","Haftara","I Kings 5:26 - 6:13",

28-Feb-2015,"Tetzaveh",1,"Exodus 27:20 - 28:12",14
28-Feb-2015,"Tetzaveh",2,"Exodus 28:13 - 28:30",18
28-Feb-2015,"Tetzaveh",3,"Exodus 28:31 - 28:43",13
28-Feb-2015,"Tetzaveh",4,"Exodus 29:1 - 29:18",18
28-Feb-2015,"Tetzaveh",5,"Exodus 29:19 - 29:37",19
28-Feb-2015,"Tetzaveh",6,"Exodus 29:38 - 29:46",9
28-Feb-2015,"Tetzaveh",7,"Exodus 30:1 - 30:10",10
28-Feb-2015,"Tetzaveh","maf","Deuteronomy 25:17 - 25:19 (Shabbat Zachor)",
28-Feb-2015,"Tetzaveh","Haftara","I Samuel 15:2 - 15:34 (Shabbat Zachor)",

07-Mar-2015,"Ki Tisa",1,"Exodus 30:11 - 31:17",45
07-Mar-2015,"Ki Tisa",2,"Exodus 31:18 - 33:11",47
07-Mar-2015,"Ki Tisa",3,"Exodus 33:12 - 33:16",5
07-Mar-2015,"Ki Tisa",4,"Exodus 33:17 - 33:23",7
07-Mar-2015,"Ki Tisa",5,"Exodus 34:1 - 34:9",9
07-Mar-2015,"Ki Tisa",6,"Exodus 34:10 - 34:26",17
07-Mar-2015,"Ki Tisa",7,"Exodus 34:27 - 34:35",9
07-Mar-2015,"Ki Tisa","maf","Exodus 34:33 - 34:35",3
07-Mar-2015,"Ki Tisa","Haftara","I Kings 18:1 - 18:39",

14-Mar-2015,"Vayakhel-Pekudei",1,"Exodus 35:1 - 35:29",29
14-Mar-2015,"Vayakhel-Pekudei",2,"Exodus 35:30 - 37:16",60
14-Mar-2015,"Vayakhel-Pekudei",3,"Exodus 37:17 - 37:29",13
14-Mar-2015,"Vayakhel-Pekudei",4,"Exodus 38:1 - 39:1",32
14-Mar-2015,"Vayakhel-Pekudei",5,"Exodus 39:2 - 39:21",20
14-Mar-2015,"Vayakhel-Pekudei",6,"Exodus 39:22 - 39:43",22
14-Mar-2015,"Vayakhel-Pekudei",7,"Exodus 40:1 - 40:38",38
14-Mar-2015,"Vayakhel-Pekudei","maf","Numbers 19:1 - 19:22 (Shabbat Parah)",
14-Mar-2015,"Vayakhel-Pekudei","Haftara","Ezekiel 36:16 - 36:38 (Shabbat Parah)",

21-Mar-2015,"Vayikra",1,"Leviticus 1:1 - 1:13",13
21-Mar-2015,"Vayikra",2,"Leviticus 1:14 - 2:6",10
21-Mar-2015,"Vayikra",3,"Leviticus 2:7 - 2:16",10
21-Mar-2015,"Vayikra",4,"Leviticus 3:1 - 3:17",17
21-Mar-2015,"Vayikra",5,"Leviticus 4:1 - 4:26",26
21-Mar-2015,"Vayikra",6,"Leviticus 4:27 - 5:10",19
21-Mar-2015,"Vayikra",7,"Leviticus 5:11 - 5:26",16
21-Mar-2015,"Vayikra","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
21-Mar-2015,"Vayikra","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

28-Mar-2015,"Tzav",1,"Leviticus 6:1 - 6:11",11
28-Mar-2015,"Tzav",2,"Leviticus 6:12 - 7:10",22
28-Mar-2015,"Tzav",3,"Leviticus 7:11 - 7:38",28
28-Mar-2015,"Tzav",4,"Leviticus 8:1 - 8:13",13
28-Mar-2015,"Tzav",5,"Leviticus 8:14 - 8:21",8
28-Mar-2015,"Tzav",6,"Leviticus 8:22 - 8:29",8
28-Mar-2015,"Tzav",7,"Leviticus 8:30 - 8:36",7
28-Mar-2015,"Tzav","maf","Leviticus 8:33 - 8:36",4
28-Mar-2015,"Tzav","Haftara","Malachi 3:4 - 3:24 (Shabbat HaGadol)",

18-Apr-2015,"Shmini",1,"Leviticus 9:1 - 9:16",16
18-Apr-2015,"Shmini",2,"Leviticus 9:17 - 9:23",7
18-Apr-2015,"Shmini",3,"Leviticus 9:24 - 10:11",12
18-Apr-2015,"Shmini",4,"Leviticus 10:12 - 10:15",4
18-Apr-2015,"Shmini",5,"Leviticus 10:16 - 10:20",5
18-Apr-2015,"Shmini",6,"Leviticus 11:1 - 11:32",32
18-Apr-2015,"Shmini",7,"Leviticus 11:33 - 11:47",15
18-Apr-2015,"Shmini","maf","Leviticus 11:45 - 11:47",3
18-Apr-2015,"Shmini","Haftara","I Samuel 20:18 - 20:42 (Shabbat Machar Chodesh)",

25-Apr-2015,"Tazria-Metzora",1,"Leviticus 12:1 - 13:23",31
25-Apr-2015,"Tazria-Metzora",2,"Leviticus 13:24 - 13:39",16
25-Apr-2015,"Tazria-Metzora",3,"Leviticus 13:40 - 13:54",15
25-Apr-2015,"Tazria-Metzora",4,"Leviticus 13:55 - 14:20",25
25-Apr-2015,"Tazria-Metzora",5,"Leviticus 14:21 - 14:32",12
25-Apr-2015,"Tazria-Metzora",6,"Leviticus 14:33 - 15:15",40
25-Apr-2015,"Tazria-Metzora",7,"Leviticus 15:16 - 15:33",18
25-Apr-2015,"Tazria-Metzora","Haftara","II Kings 7:3 - 7:20",

02-May-2015,"Achrei Mot-Kedoshim",1,"Leviticus 16:1 - 16:24",24
02-May-2015,"Achrei Mot-Kedoshim",2,"Leviticus 16:25 - 17:7",17
02-May-2015,"Achrei Mot-Kedoshim",3,"Leviticus 17:8 - 18:21",30
02-May-2015,"Achrei Mot-Kedoshim",4,"Leviticus 18:22 - 19:14",23
02-May-2015,"Achrei Mot-Kedoshim",5,"Leviticus 19:15 - 19:32",18
02-May-2015,"Achrei Mot-Kedoshim",6,"Leviticus 19:33 - 20:7",12
02-May-2015,"Achrei Mot-Kedoshim",7,"Leviticus 20:8 - 20:27",20
02-May-2015,"Achrei Mot-Kedoshim","Haftara","Amos 9:7 - 9:15",

09-May-2015,"Emor",1,"Leviticus 21:1 - 21:15",15
09-May-2015,"Emor",2,"Leviticus 21:16 - 22:16",25
09-May-2015,"Emor",3,"Leviticus 22:17 - 22:33",17
09-May-2015,"Emor",4,"Leviticus 23:1 - 23:22",22
09-May-2015,"Emor",5,"Leviticus 23:23 - 23:32",10
09-May-2015,"Emor",6,"Leviticus 23:33 - 23:44",12
09-May-2015,"Emor",7,"Leviticus 24:1 - 24:23",23
09-May-2015,"Emor","maf","Leviticus 24:21 - 24:23",3
09-May-2015,"Emor","Haftara","Ezekiel 44:15 - 44:31",

16-May-2015,"Behar-Bechukotai",1,"Leviticus 25:1 - 25:18",18
16-May-2015,"Behar-Bechukotai",2,"Leviticus 25:19 - 25:28",10
16-May-2015,"Behar-Bechukotai",3,"Leviticus 25:29 - 25:38",10
16-May-2015,"Behar-Bechukotai",4,"Leviticus 25:39 - 26:9",26
16-May-2015,"Behar-Bechukotai",5,"Leviticus 26:10 - 26:46",37
16-May-2015,"Behar-Bechukotai",6,"Leviticus 27:1 - 27:15",15
16-May-2015,"Behar-Bechukotai",7,"Leviticus 27:16 - 27:34",19
16-May-2015,"Behar-Bechukotai","Haftara","Jeremiah 16:19 - 17:14",

23-May-2015,"Bamidbar",1,"Numbers 1:1 - 1:19",19
23-May-2015,"Bamidbar",2,"Numbers 1:20 - 1:54",35
23-May-2015,"Bamidbar",3,"Numbers 2:1 - 2:34",34
23-May-2015,"Bamidbar",4,"Numbers 3:1 - 3:13",13
23-May-2015,"Bamidbar",5,"Numbers 3:14 - 3:39",26
23-May-2015,"Bamidbar",6,"Numbers 3:40 - 3:51",12
23-May-2015,"Bamidbar",7,"Numbers 4:1 - 4:20",20
23-May-2015,"Bamidbar","maf","Numbers 4:17 - 4:20",4
23-May-2015,"Bamidbar","Haftara","Hosea 2:1 - 2:22",

30-May-2015,"Nasso",1,"Numbers 4:21 - 4:37",17
30-May-2015,"Nasso",2,"Numbers 4:38 - 4:49",12
30-May-2015,"Nasso",3,"Numbers 5:1 - 5:10",10
30-May-2015,"Nasso",4,"Numbers 5:11 - 6:27",48
30-May-2015,"Nasso",5,"Numbers 7:1 - 7:41",41
30-May-2015,"Nasso",6,"Numbers 7:42 - 7:71",30
30-May-2015,"Nasso",7,"Numbers 7:72 - 7:89",18
30-May-2015,"Nasso","maf","Numbers 7:87 - 7:89",3
30-May-2015,"Nasso","Haftara","Judges 13:2 - 13:25",

06-Jun-2015,"Beha'alotcha",1,"Numbers 8:1 - 8:14",14
06-Jun-2015,"Beha'alotcha",2,"Numbers 8:15 - 8:26",12
06-Jun-2015,"Beha'alotcha",3,"Numbers 9:1 - 9:14",14
06-Jun-2015,"Beha'alotcha",4,"Numbers 9:15 - 10:10",19
06-Jun-2015,"Beha'alotcha",5,"Numbers 10:11 - 10:34",24
06-Jun-2015,"Beha'alotcha",6,"Numbers 10:35 - 11:29",31
06-Jun-2015,"Beha'alotcha",7,"Numbers 11:30 - 12:16",22
06-Jun-2015,"Beha'alotcha","maf","Numbers 12:14 - 12:16",3
06-Jun-2015,"Beha'alotcha","Haftara","Zechariah 2:14 - 4:7",

13-Jun-2015,"Sh'lach",1,"Numbers 13:1 - 13:20",20
13-Jun-2015,"Sh'lach",2,"Numbers 13:21 - 14:7",20
13-Jun-2015,"Sh'lach",3,"Numbers 14:8 - 14:25",18
13-Jun-2015,"Sh'lach",4,"Numbers 14:26 - 15:7",27
13-Jun-2015,"Sh'lach",5,"Numbers 15:8 - 15:16",9
13-Jun-2015,"Sh'lach",6,"Numbers 15:17 - 15:26",10
13-Jun-2015,"Sh'lach",7,"Numbers 15:27 - 15:41",15
13-Jun-2015,"Sh'lach","maf","Numbers 15:37 - 15:41",5
13-Jun-2015,"Sh'lach","Haftara","Joshua 2:1 - 2:24",

20-Jun-2015,"Korach",1,"Numbers 16:1 - 16:13",13
20-Jun-2015,"Korach",2,"Numbers 16:14 - 16:19",6
20-Jun-2015,"Korach",3,"Numbers 16:20 - 17:8",24
20-Jun-2015,"Korach",4,"Numbers 17:9 - 17:15",7
20-Jun-2015,"Korach",5,"Numbers 17:16 - 17:24",9
20-Jun-2015,"Korach",6,"Numbers 17:25 - 18:20",24
20-Jun-2015,"Korach",7,"Numbers 18:21 - 18:32",12
20-Jun-2015,"Korach","maf","Numbers 18:30 - 18:32",3
20-Jun-2015,"Korach","Haftara","I Samuel 11:14 - 12:22",

27-Jun-2015,"Chukat",1,"Numbers 19:1 - 19:17",17
27-Jun-2015,"Chukat",2,"Numbers 19:18 - 20:6",11
27-Jun-2015,"Chukat",3,"Numbers 20:7 - 20:13",7
27-Jun-2015,"Chukat",4,"Numbers 20:14 - 20:21",8
27-Jun-2015,"Chukat",5,"Numbers 20:22 - 21:9",17
27-Jun-2015,"Chukat",6,"Numbers 21:10 - 21:20",11
27-Jun-2015,"Chukat",7,"Numbers 21:21 - 22:1",16
27-Jun-2015,"Chukat","maf","Numbers 21:34 - 22:1",3
27-Jun-2015,"Chukat","Haftara","Judges 11:1 - 11:33",

04-Jul-2015,"Balak",1,"Numbers 22:2 - 22:12",11
04-Jul-2015,"Balak",2,"Numbers 22:13 - 22:20",8
04-Jul-2015,"Balak",3,"Numbers 22:21 - 22:38",18
04-Jul-2015,"Balak",4,"Numbers 22:39 - 23:12",15
04-Jul-2015,"Balak",5,"Numbers 23:13 - 23:26",14
04-Jul-2015,"Balak",6,"Numbers 23:27 - 24:13",17
04-Jul-2015,"Balak",7,"Numbers 24:14 - 25:9",21
04-Jul-2015,"Balak","maf","Numbers 25:7 - 25:9",3
04-Jul-2015,"Balak","Haftara","Micah 5:6 - 6:8",

11-Jul-2015,"Pinchas",1,"Numbers 25:10 - 26:4",13
11-Jul-2015,"Pinchas",2,"Numbers 26:5 - 26:51",47
11-Jul-2015,"Pinchas",3,"Numbers 26:52 - 27:5",19
11-Jul-2015,"Pinchas",4,"Numbers 27:6 - 27:23",18
11-Jul-2015,"Pinchas",5,"Numbers 28:1 - 28:15",15
11-Jul-2015,"Pinchas",6,"Numbers 28:16 - 29:11",27
11-Jul-2015,"Pinchas",7,"Numbers 29:12 - 30:1",29
11-Jul-2015,"Pinchas","maf","Numbers 29:35 - 30:1",6
11-Jul-2015,"Pinchas","Haftara","I Kings 18:46 - 19:21",

18-Jul-2015,"Matot-Masei",1,"Numbers 30:2 - 31:12",28
18-Jul-2015,"Matot-Masei",2,"Numbers 31:13 - 31:54",42
18-Jul-2015,"Matot-Masei",3,"Numbers 32:1 - 32:19",19
18-Jul-2015,"Matot-Masei",4,"Numbers 32:20 - 33:49",72
18-Jul-2015,"Matot-Masei",5,"Numbers 33:50 - 34:15",22
18-Jul-2015,"Matot-Masei",6,"Numbers 34:16 - 35:8",22
18-Jul-2015,"Matot-Masei",7,"Numbers 35:9 - 36:13",39
18-Jul-2015,"Matot-Masei","Haftara","Jeremiah 2:4 - 28; 3:4",

25-Jul-2015,"Devarim",1,"Deuteronomy 1:1 - 1:11",11
25-Jul-2015,"Devarim",2,"Deuteronomy 1:12 - 1:21",10
25-Jul-2015,"Devarim",3,"Deuteronomy 1:22 - 1:38",17
25-Jul-2015,"Devarim",4,"Deuteronomy 1:39 - 2:1",9
25-Jul-2015,"Devarim",5,"Deuteronomy 2:2 - 2:30",29
25-Jul-2015,"Devarim",6,"Deuteronomy 2:31 - 3:14",21
25-Jul-2015,"Devarim",7,"Deuteronomy 3:15 - 3:22",8
25-Jul-2015,"Devarim","maf","Deuteronomy 3:20 - 3:22",3
25-Jul-2015,"Devarim","Haftara","Isaiah 1:1 - 1:27",

01-Aug-2015,"Vaetchanan",1,"Deuteronomy 3:23 - 4:4",11
01-Aug-2015,"Vaetchanan",2,"Deuteronomy 4:5 - 4:40",36
01-Aug-2015,"Vaetchanan",3,"Deuteronomy 4:41 - 4:49",9
01-Aug-2015,"Vaetchanan",4,"Deuteronomy 5:1 - 5:18",18
01-Aug-2015,"Vaetchanan",5,"Deuteronomy 5:19 - 6:3",15
01-Aug-2015,"Vaetchanan",6,"Deuteronomy 6:4 - 6:25",22
01-Aug-2015,"Vaetchanan",7,"Deuteronomy 7:1 - 7:11",11
01-Aug-2015,"Vaetchanan","maf","Deuteronomy 7:9 - 7:11",3
01-Aug-2015,"Vaetchanan","Haftara","Isaiah 40:1 - 40:26",

08-Aug-2015,"Eikev",1,"Deuteronomy 7:12 - 8:10",25
08-Aug-2015,"Eikev",2,"Deuteronomy 8:11 - 9:3",13
